0;265,028;0;265,028
5;320,045;0,168621;320,214
10;371,31;0,66653;371,977
15;418,509;1,4747;419,983
20;461,469;2,56335;464,033
25;500,078;3,8897;503,967
30;534,237;5,39493;539,632
35;563,855;7,00108;570,856
40;588,842;8,60974;597,452
45;609,114;10,1092;619,223
50;624,595;11,4075;636,002
55;635,223;12,5241;647,747
60;640,954;13,7537;654,708
65;641,764;15,693;657,457
70;637,648;18,7797;656,428
75;628,625;22,8726;651,497
80;614,732;27,5444;642,276
85;596,027;32,4437;628,47
90;572,58;37,36;609,94
