0.3 0 1.70882,0.3 3 1.70882,0.35 0 1.86054, -1
0.3 3 1.70882,0.35 0 1.86054,0.35 3 1.86054, -1
0.35 0 1.86054,0.35 3 1.86054,0.4 0 1.95816, -1
0.35 3 1.86054,0.4 0 1.95816,0.4 3 1.95816, -1
0.4 0 1.95816,0.4 3 1.95816,0.45 0 1.99883, -1
0.4 3 1.95816,0.45 0 1.99883,0.45 3 1.99883, -1
0.45 0 1.99883,0.45 3 1.99883,0.5 0 1.98138, 1
0.45 3 1.99883,0.5 0 1.98138,0.5 3 1.98138, 1
0.5 0 1.98138,0.5 3 1.98138,0.55 0 1.90631, 1
0.5 3 1.98138,0.55 0 1.90631,0.55 3 1.90631, 1
0.55 0 1.90631,0.55 3 1.90631,0.6 0 1.77581, 1
0.55 3 1.90631,0.6 0 1.77581,0.6 3 1.77581, 1
0.6 0 1.77581,0.6 3 1.77581,0.65 0 1.59367, 1
0.6 3 1.77581,0.65 0 1.59367,0.65 3 1.59367, 1
0.65 0 1.59367,0.65 3 1.59367,0.7 0 1.36518, 1
0.65 3 1.59367,0.7 0 1.36518,0.7 3 1.36518, 1
0.7 0 1.36518,0.7 3 1.36518,0.75 0 1.097, 1
0.7 3 1.36518,0.75 0 1.097,0.75 3 1.097, 1
0.75 0 1.097,0.75 3 1.097,0.8 0 0.796912, 1
0.75 3 1.097,0.8 0 0.796912,0.8 3 0.796912, 1
0.8 0 0.796912,0.8 3 0.796912,0.85 0 0.473652, 1
0.8 3 0.796912,0.85 0 0.473652,0.85 3 0.473652, 1
0.85 0 0.473652,0.85 3 0.473652,0.9 0 0.136619, 1
0.85 3 0.473652,0.9 0 0.136619,0.9 3 0.136619, 1
0.9 0 0.136619,0.9 3 0.136619,0.95 0 -0.204387, 1
0.9 3 0.136619,0.95 0 -0.204387,0.95 3 -0.204387, 1
0.95 0 -0.204387,0.95 3 -0.204387,1 0 -0.53945, 1
0.95 3 -0.204387,1 0 -0.53945,1 3 -0.53945, 1
1 0 -0.53945,1 3 -0.53945,1.05 0 -0.858825, 1
1 3 -0.53945,1.05 0 -0.858825,1.05 3 -0.858825, 1
1.05 0 -0.858825,1.05 3 -0.858825,1.1 0 -1.15323, 1
1.05 3 -0.858825,1.1 0 -1.15323,1.1 3 -1.15323, 1
1.1 0 -1.15323,1.1 3 -1.15323,1.15 0 -1.41409, 1
1.1 3 -1.15323,1.15 0 -1.41409,1.15 3 -1.41409, 1
1.15 0 -1.41409,1.15 3 -1.41409,1.2 0 -1.63384, 1
1.15 3 -1.41409,1.2 0 -1.63384,1.2 3 -1.63384, 1
1.2 0 -1.63384,1.2 3 -1.63384,1.25 0 -1.80607, 1
1.2 3 -1.63384,1.25 0 -1.80607,1.25 3 -1.80607, 1
1.25 0 -1.80607,1.25 3 -1.80607,1.3 0 -1.92578, 1
1.25 3 -1.80607,1.3 0 -1.92578,1.3 3 -1.92578, 1
1.3 0 -1.92578,1.3 3 -1.92578,1.35 0 -1.98949, 1
1.3 3 -1.92578,1.35 0 -1.98949,1.35 3 -1.98949, 1
1.35 0 -1.98949,1.35 3 -1.98949,1.4 0 -1.99535, 1
1.35 3 -1.98949,1.4 0 -1.99535,1.4 3 -1.99535, 1
1.4 0 -1.99535,1.4 3 -1.99535,1.45 0 -1.94319, -1
1.4 3 -1.99535,1.45 0 -1.94319,1.45 3 -1.94319, -1
1.45 0 -1.94319,1.45 3 -1.94319,1.5 0 -1.83451, -1
1.45 3 -1.94319,1.5 0 -1.83451,1.5 3 -1.83451, -1
1.5 0 -1.83451,1.5 3 -1.83451,1.55 0 -1.67249, -1
1.5 3 -1.83451,1.55 0 -1.67249,1.55 3 -1.67249, -1
1.55 0 -1.67249,1.55 3 -1.67249,1.6 0 -1.46183, -1
1.55 3 -1.67249,1.6 0 -1.46183,1.6 3 -1.46183, -1
1.6 0 -1.46183,1.6 3 -1.46183,1.65 0 -1.20867, -1
1.6 3 -1.46183,1.65 0 -1.20867,1.65 3 -1.20867, -1
1.65 0 -1.20867,1.65 3 -1.20867,1.7 0 -0.920355, -1
1.65 3 -1.20867,1.7 0 -0.920355,1.7 3 -0.920355, -1
1.7 0 -0.920355,1.7 3 -0.920355,1.75 0 -0.605278, -1
1.7 3 -0.920355,1.75 0 -0.605278,1.75 3 -0.605278, -1
1.75 0 -0.605278,1.75 3 -0.605278,1.8 0 -0.272599, -1
1.75 3 -0.605278,1.8 0 -0.272599,1.8 3 -0.272599, -1
1.8 0 -0.272599,1.8 3 -0.272599,1.85 0 0.0680063, -1
1.8 3 -0.272599,1.85 0 0.0680063,1.85 3 0.0680063, -1
1.85 0 0.0680063,1.85 3 0.0680063,1.9 0 0.406634, -1
1.85 3 0.0680063,1.9 0 0.406634,1.9 3 0.406634, -1
1.9 0 0.406634,1.9 3 0.406634,1.95 0 0.733438, -1
1.9 3 0.406634,1.95 0 0.733438,1.95 3 0.733438, -1
1.95 0 0.733438,1.95 3 0.733438,2 0 1.03891, -1
1.95 3 0.733438,2 0 1.03891,2 3 1.03891, -1
2 0 1.03891,2 3 1.03891,2.05 0 1.31418, -1
2 3 1.03891,2.05 0 1.31418,2.05 3 1.31418, -1
2.05 0 1.31418,2.05 3 1.31418,2.1 0 1.55122, -1
2.05 3 1.31418,2.1 0 1.55122,2.1 3 1.55122, -1
2.1 0 1.55122,2.1 3 1.55122,2.15 0 1.74316, -1
2.1 3 1.55122,2.15 0 1.74316,2.15 3 1.74316, -1
2.15 0 1.74316,2.15 3 1.74316,2.2 0 1.88441, -1
2.15 3 1.74316,2.2 0 1.88441,2.2 3 1.88441, -1
2.2 0 1.88441,2.2 3 1.88441,2.25 0 1.97086, -1
2.2 3 1.88441,2.25 0 1.97086,2.25 3 1.97086, -1
2.25 0 1.97086,2.25 3 1.97086,2.3 0 2, -1
2.25 3 1.97086,2.3 0 2,2.3 3 2, -1
2.3 0 2,2.3 3 2,2.35 0 1.97098, 1
2.3 3 2,2.35 0 1.97098,2.35 3 1.97098, 1
2.35 0 1.97098,2.35 3 1.97098,2.4 0 1.88464, 1
2.35 3 1.97098,2.4 0 1.88464,2.4 3 1.88464, 1
2.4 0 1.88464,2.4 3 1.88464,2.45 0 1.7435, 1
2.4 3 1.88464,2.45 0 1.7435,2.45 3 1.7435, 1
2.45 0 1.7435,2.45 3 1.7435,2.5 0 1.55166, 1
2.45 3 1.7435,2.5 0 1.55166,2.5 3 1.55166, 1
2.5 0 1.55166,2.5 3 1.55166,2.55 0 1.31469, 1
2.5 3 1.55166,2.55 0 1.31469,2.55 3 1.31469, 1
2.55 0 1.31469,2.55 3 1.31469,2.6 0 1.0395, 1
2.55 3 1.31469,2.6 0 1.0395,2.6 3 1.0395, 1
2.6 0 1.0395,2.6 3 1.0395,2.65 0 0.734076, 1
2.6 3 1.0395,2.65 0 0.734076,2.65 3 0.734076, 1
2.65 0 0.734076,2.65 3 0.734076,2.7 0 0.407307, 1
2.65 3 0.734076,2.7 0 0.407307,2.7 3 0.407307, 1
2.7 0 0.407307,2.7 3 0.407307,2.75 0 0.0686924, 1
2.7 3 0.407307,2.75 0 0.0686924,2.75 3 0.0686924, 1
2.75 0 0.0686924,2.75 3 0.0686924,2.8 0 -0.271919, 1
2.75 3 0.0686924,2.8 0 -0.271919,2.8 3 -0.271919, 1
2.8 0 -0.271919,2.8 3 -0.271919,2.85 0 -0.604624, 1
2.8 3 -0.271919,2.85 0 -0.604624,2.85 3 -0.604624, 1
2.85 0 -0.604624,2.85 3 -0.604624,2.9 0 -0.919746, 1
2.85 3 -0.604624,2.9 0 -0.919746,2.9 3 -0.919746, 1
2.9 0 -0.919746,2.9 3 -0.919746,2.95 0 -1.20812, 1
2.9 3 -0.919746,2.95 0 -1.20812,2.95 3 -1.20812, 1
2.95 0 -1.20812,2.95 3 -1.20812,3 0 -1.46137, 1
2.95 3 -1.20812,3 0 -1.46137,3 3 -1.46137, 1
3 0 -1.46137,3 3 -1.46137,3.05 0 -1.67211, 1
3 3 -1.46137,3.05 0 -1.67211,3.05 3 -1.67211, 1
3.05 0 -1.67211,3.05 3 -1.67211,3.1 0 -1.83424, 1
3.05 3 -1.67211,3.1 0 -1.83424,3.1 3 -1.83424, 1
3.1 0 -1.83424,3.1 3 -1.83424,3.15 0 -1.94302, 1
3.1 3 -1.83424,3.15 0 -1.94302,3.15 3 -1.94302, 1
3.15 0 -1.94302,3.15 3 -1.94302,3.2 0 -1.9953, 1
3.15 3 -1.94302,3.2 0 -1.9953,3.2 3 -1.9953, 1
3.2 0 -1.9953,3.2 3 -1.9953,3.25 0 -1.98956, -1
3.2 3 -1.9953,3.25 0 -1.98956,3.25 3 -1.98956, -1
3.25 0 -1.98956,3.25 3 -1.98956,3.3 0 -1.92597, -1
3.25 3 -1.98956,3.3 0 -1.92597,3.3 3 -1.92597, -1
3.3 0 -1.92597,3.3 3 -1.92597,3.35 0 -1.80636, -1
3.3 3 -1.92597,3.35 0 -1.80636,3.35 3 -1.80636, -1
3.35 0 -1.80636,3.35 3 -1.80636,3.4 0 -1.63423, -1
3.35 3 -1.80636,3.4 0 -1.63423,3.4 3 -1.63423, -1
3.4 0 -1.63423,3.4 3 -1.63423,3.45 0 -1.41458, -1
3.4 3 -1.63423,3.45 0 -1.41458,3.45 3 -1.41458, -1
3.45 0 -1.41458,3.45 3 -1.41458,3.5 0 -1.15379, -1
3.45 3 -1.41458,3.5 0 -1.15379,3.5 3 -1.15379, -1
3.5 0 -1.15379,3.5 3 -1.15379,3.55 0 -0.859445, -1
3.5 3 -1.15379,3.55 0 -0.859445,3.55 3 -0.859445, -1
3.55 0 -0.859445,3.55 3 -0.859445,3.6 0 -0.540111, -1
3.55 3 -0.859445,3.6 0 -0.540111,3.6 3 -0.540111, -1
3.6 0 -0.540111,3.6 3 -0.540111,3.65 0 -0.20507, -1
3.6 3 -0.540111,3.65 0 -0.20507,3.65 3 -0.20507, -1
3.65 0 -0.20507,3.65 3 -0.20507,3.7 0 0.135934, -1
3.65 3 -0.20507,3.7 0 0.135934,3.7 3 0.135934, -1
3.7 0 0.135934,3.7 3 0.135934,3.75 0 0.472985, -1
3.7 3 0.135934,3.75 0 0.472985,3.75 3 0.472985, -1
3.75 0 0.472985,3.75 3 0.472985,3.8 0 0.796282, -1
3.75 3 0.472985,3.8 0 0.796282,3.8 3 0.796282, -1
3.8 0 0.796282,3.8 3 0.796282,3.85 0 1.09642, -1
3.8 3 0.796282,3.85 0 1.09642,3.85 3 1.09642, -1
3.85 0 1.09642,3.85 3 1.09642,3.9 0 1.36468, -1
3.85 3 1.09642,3.9 0 1.36468,3.9 3 1.36468, -1
3.9 0 1.36468,3.9 3 1.36468,3.95 0 1.59325, -1
3.9 3 1.36468,3.95 0 1.59325,3.95 3 1.59325, -1
3.95 0 1.59325,3.95 3 1.59325,4 0 1.7755, -1
3.95 3 1.59325,4 0 1.7755,4 3 1.7755, -1
4 0 1.7755,4 3 1.7755,4.05 0 1.90611, -1
4 3 1.7755,4.05 0 1.90611,4.05 3 1.90611, -1
4.05 0 1.90611,4.05 3 1.90611,4.1 0 1.98129, -1
4.05 3 1.90611,4.1 0 1.98129,4.1 3 1.98129, -1
4.1 0 1.98129,4.1 3 1.98129,4.15 0 1.99886, -1
4.1 3 1.98129,4.15 0 1.99886,4.15 3 1.99886, -1
4.15 0 1.99886,4.15 3 1.99886,4.2 0 1.9583, 1
4.15 3 1.99886,4.2 0 1.9583,4.2 3 1.9583, 1
4.2 0 1.9583,4.2 3 1.9583,4.25 0 1.86079, 1
4.2 3 1.9583,4.25 0 1.86079,4.25 3 1.86079, 1
4.25 0 1.86079,4.25 3 1.86079,4.3 0 1.70917, 1
4.25 3 1.86079,4.3 0 1.70917,4.3 3 1.70917, 1
4.3 0 1.70917,4.3 3 1.70917,4.35 0 1.50785, 1
4.3 3 1.70917,4.35 0 1.50785,4.35 3 1.50785, 1
4.35 0 1.50785,4.35 3 1.50785,4.4 0 1.26269, 1
4.35 3 1.50785,4.4 0 1.26269,4.4 3 1.26269, 1
4.4 0 1.26269,4.4 3 1.26269,4.45 0 0.980799, 1
4.4 3 1.26269,4.45 0 0.980799,4.45 3 0.980799, 1
4.45 0 0.980799,4.45 3 0.980799,4.5 0 0.670392, 1
4.45 3 0.980799,4.5 0 0.670392,4.5 3 0.670392, 1
4.5 0 0.670392,4.5 3 0.670392,4.55 0 0.34049, 1
4.5 3 0.670392,4.55 0 0.34049,4.55 3 0.34049, 1
4.55 0 0.34049,4.55 3 0.34049,4.6 0 0.000686536, 1
4.55 3 0.34049,4.6 0 0.000686536,4.6 3 0.000686536, 1
4.6 0 0.000686536,4.6 3 0.000686536,4.65 0 -0.339137, 1
4.6 3 0.000686536,4.65 0 -0.339137,4.65 3 -0.339137, 1
